id,name,slug,domain,course_id,description,difficulty,value,is_active,created_at
173,Metal Detector,metal-detector,codecombat.com,56462f935afde0c6fd30fc8c,"If gold will not come to ogres, ogres will go to gold.",medium,2,1,2025-02-04 10:53:47
174,Coin Hunter,coin-hunter,codecombat.com,56462f935afde0c6fd30fc8c,"To catch your prey, be patient. Don't move until you're sure that you can catch it.",medium,2,1,2025-02-04 10:53:47
175,Reward and Ruination,reward-and-ruination,codecombat.com,56462f935afde0c6fd30fc8c,"Time to prove you, in fact, can have the cake and eat it too.",medium,2,1,2025-02-04 10:53:47
176,Hit and Freeze,hit-and-freeze,codecombat.com,56462f935afde0c6fd30fc8c,The trapped predator still is a dangerous predator.,medium,2,1,2025-02-04 10:53:47
177,Air Rescue Service,air-rescue-service,codecombat.com,56462f935afde0c6fd30fc8c,Concatenate strings to save peasants.,medium,2,1,2025-02-04 10:53:47
178,Blind Distance,blind-distance,codecombat.com,56462f935afde0c6fd30fc8c,We are ready to shoot! Distance - 300 kilometres! Direction angle - ... Who cares about direction!?,medium,2,1,2025-02-04 10:53:47
179,The Wizard's Haunt,the-wizards-haunt,codecombat.com,56462f935afde0c6fd30fc8c,Explore the wizards' hideout in search of more secrets.,medium,2,1,2025-02-04 10:53:47
180,The Wizard's Door,the-wizards-door,codecombat.com,56462f935afde0c6fd30fc8c,Use mathematical programming to find the door to the wizards' secret lair.,medium,2,1,2025-02-04 10:53:47
181,Chameleons,chameleons,codecombat.com,56462f935afde0c6fd30fc8c,Those ogres are masters of camouflage.,medium,2,1,2025-02-04 10:53:47
182,The Wizard's Plane,the-wizards-plane,codecombat.com,56462f935afde0c6fd30fc8c,Travel to the astral plane and face the harshest of numeromancers.,medium,2,1,2025-02-04 10:53:47
183,Backwoods Bombardier,backwoods-bombardier,codecombat.com,56462f935afde0c6fd30fc8c,Perfect your artillery skills with the power of positions.,medium,2,1,2025-02-04 10:53:47
184,Burlbole Grove,burlbole-grove,codecombat.com,56462f935afde0c6fd30fc8c,"To attack, or not attack? That is the question.",medium,2,1,2025-02-04 10:53:47
185,White Rabbit,white-rabbit,codecombat.com,56462f935afde0c6fd30fc8c,"You'd better follow the white rabbit. Oh, I wanted to say the lightstone.",medium,2,1,2025-02-04 10:53:47
186,Coincrumbs,coincrumbs,codecombat.com,56462f935afde0c6fd30fc8c,"The storeroom is full of treasures, traps, and a speedy ogre guard.",medium,2,1,2025-02-04 10:53:47
187,Thumb Biter,thumb-biter,codecombat.com,56462f935afde0c6fd30fc8c,Use your best insults–ogres are thick-skinned.,medium,2,1,2025-02-04 10:53:47
188,Taunting,taunting,codecombat.com,56462f935afde0c6fd30fc8c,Ogres are so different.,medium,2,1,2025-02-04 10:53:47
189,Wrong Type,wrong-type,codecombat.com,56462f935afde0c6fd30fc8c,Use unit type and the equality operator to find your enemies!,medium,2,1,2025-02-04 10:53:47
190,Endangered Burl,endangered-burl,codecombat.com,56462f935afde0c6fd30fc8c,"Hunt ogres in the woods, but watch out for lumbering beasts.",medium,2,1,2025-02-04 10:53:47
191,Rich and Safe,rich-and-safe,codecombat.com,56462f935afde0c6fd30fc8c,Use the pos property to collect gems.,medium,2,1,2025-02-04 10:53:47
192,True Alchemy,true-alchemy,codecombat.com,56462f935afde0c6fd30fc8c,Help the wizard with basic math operators.,medium,2,1,2025-02-04 10:53:47
193,Wind Correction,wind-correction,codecombat.com,56462f935afde0c6fd30fc8c,Use all of your programming prowess to aim artillery.,medium,2,1,2025-02-04 10:53:47
194,Summation Summit,summation-summit,codecombat.com,56462f935afde0c6fd30fc8d,Gather gems and gold atop a snowy peak! Summon units and battle your friends in Summation Summit!,medium,2,1,2025-02-04 10:53:47
195,Borrowed Sword,borrowed-sword,codecombat.com,56462f935afde0c6fd30fc8d,What do you do when you find a bunch of ogres fighting a bunch of yeti?,medium,2,1,2025-02-04 10:53:47
196,Hunting Party,hunting-party,codecombat.com,56462f935afde0c6fd30fc8d,Search the mountains for ogre camps.,medium,2,1,2025-02-04 10:53:47
197,Noble Sacrifice,noble-sacrifice,codecombat.com,56462f935afde0c6fd30fc8d,Your soldiers leave a trail of destruction straight to an ogre camp.,medium,2,1,2025-02-04 10:53:47
198,Zoo Keeper,zoo-keeper,codecombat.com,56462f935afde0c6fd30fc8d,Protect the Yeti cage from ogre saboteurs.,medium,2,1,2025-02-04 10:53:47
199,Timber Guard,timber-guard,codecombat.com,56462f935afde0c6fd30fc8d,Use for loops to command your troops.,medium,2,1,2025-02-04 10:53:47
200,Mirage Maker,mirage-maker,codecombat.com,56462f935afde0c6fd30fc8d,Use decoys to lure ogre brawlers out of the way so you can ambush their smaller brethren.,medium,2,1,2025-02-04 10:53:47
201,Bait and Switch,bait-and-switch,codecombat.com,56462f935afde0c6fd30fc8d,"Give ogres a decoy to lure them to the ""right"" place.",medium,2,1,2025-02-04 10:53:47
202,Spinach Power,spinach-power,codecombat.com,56462f935afde0c6fd30fc8d,Do you want six-pack abs? Do you want 50 inch biceps? Then order our spinach cocktail!!!,medium,2,1,2025-02-04 10:53:47
203,Team Work,team-work,codecombat.com,56462f935afde0c6fd30fc8d,"Three gems, three people, and a deadline.",medium,2,1,2025-02-04 10:53:47
204,Mountain Mercenaries,mountain-mercenaries,codecombat.com,56462f935afde0c6fd30fc8d,Raise funds to summon soldiers and survive the ogre onslaught!,medium,2,1,2025-02-04 10:53:47
205,Desert Combat,desert-combat,codecombat.com,56462f935afde0c6fd30fc8d,Deliver an epic speech to your soldiers to fight against a colossal foe.,medium,2,1,2025-02-04 10:53:47
206,Coordinated Defense,coordinated-defense,codecombat.com,56462f935afde0c6fd30fc8d,Sometimes you must spread out your troops.,medium,2,1,2025-02-04 10:53:47
207,Cloudrip Commander,cloudrip-commander,codecombat.com,56462f935afde0c6fd30fc8d,Use your new Boss Star to summon and command troops!,medium,2,1,2025-02-04 10:53:47
208,No Pain No Gain,no-pain-no-gain,codecombat.com,56462f935afde0c6fd30fc8d,50 degrees Celcius... It's not a good time for workout.,medium,2,1,2025-02-04 10:53:47
209,Recruiting Queue,recruiting-queue,codecombat.com,56462f935afde0c6fd30fc8d,Go through the queue one-by-one.,medium,2,1,2025-02-04 10:53:47
210,Ogre Gorge Gouger,ogre-gorge-gouger,codecombat.com,56462f935afde0c6fd30fc8d,There's gold in them hills... gold and ogres.,medium,2,1,2025-02-04 10:53:47
211,Canyon of Storms,canyon-of-storms,codecombat.com,56462f935afde0c6fd30fc8d,Observe the wild animals. They know and feel the Nature better than you.,medium,2,1,2025-02-04 10:53:47
212,Slalom,slalom,codecombat.com,56462f935afde0c6fd30fc8d,Step carefully to collect the gems while avoiding traps.,medium,2,1,2025-02-04 10:53:47
213,Second Gem,second-gem,codecombat.com,56462f935afde0c6fd30fc8d,Take the first one! Stop. Wait. It's too obvious.,medium,2,1,2025-02-04 10:53:47
214,Crag Tag,crag-tag,codecombat.com,56462f935afde0c6fd30fc8d,Use your best boots to catch up to Pender Spellbane.,medium,2,1,2025-02-04 10:53:47
215,Wishing Well,wishing-well,codecombat.com,56462f935afde0c6fd30fc8d,Gather an exact amount of coins from the wishing well!,medium,2,1,2025-02-04 10:53:47
216,Mad Maxer,mad-maxer,codecombat.com,56462f935afde0c6fd30fc8d,Write smarter code to chase down faraway enemies.,medium,2,1,2025-02-04 10:53:47
217,Mad Maxer Strikes Back,mad-maxer-strikes-back,codecombat.com,56462f935afde0c6fd30fc8d,Use your coding skills to weed out the weakest enemies.,medium,2,1,2025-02-04 10:53:47
218,Brittle Morale,brittle-morale,codecombat.com,56462f935afde0c6fd30fc8d,"When the commander falls, the enemy shall retreat.",medium,2,1,2025-02-04 10:53:47
219,Double Cheek,double-cheek,codecombat.com,56462f935afde0c6fd30fc8d,Are you sneaky enough to collect gold right under the ogres very nose without getting caught?,medium,2,1,2025-02-04 10:53:47
220,Odd Sandstorm,odd-sandstorm,codecombat.com,56462f935afde0c6fd30fc8d,Pick friends from foes and lead your party to the oasis.,medium,2,1,2025-02-04 10:53:47
221,Sarven Savior,sarven-savior,codecombat.com,56462f935afde0c6fd30fc8d,Use arrays to bring home your friends and keep out your foes.,medium,2,1,2025-02-04 10:53:47
222,Sand Snakes,sand-snakes,codecombat.com,56462f935afde0c6fd30fc8d,This desert canyon interferes with your findNearest glasses. You'll have to improvise!,medium,2,1,2025-02-04 10:53:47
223,Dust,dust,codecombat.com,56462f935afde0c6fd30fc8d,Swords flash and maws gnash in a dusty canyon ambush.,medium,2,1,2025-02-04 10:53:47
224,Marauder,marauder,codecombat.com,56462f935afde0c6fd30fc8d,"I don't know what it is, but they are full of gold.",medium,2,1,2025-02-04 10:53:47
225,Bank Raid,bank-raid,codecombat.com,56462f935afde0c6fd30fc8d,Ogres think they can take our gold. Huge mistake.,medium,2,1,2025-02-04 10:53:47
226,Shine Getter,shine-getter,codecombat.com,56462f935afde0c6fd30fc8d,Filter only gold coins to get the most money in a short time.,medium,2,1,2025-02-04 10:53:47
227,Sarven Shepherd,sarven-shepherd,codecombat.com,56462f935afde0c6fd30fc8d,Defend the oasis from waves of raiding ogres!,medium,2,1,2025-02-04 10:53:47
228,Wandering Souls,wandering-souls,codecombat.com,56462f935afde0c6fd30fc8d,Bring peace to those lost souls.,medium,2,1,2025-02-04 10:53:47
229,Lurkers,lurkers,codecombat.com,56462f935afde0c6fd30fc8d,Hunt down ogres as they hide among the yaks.,medium,2,1,2025-02-04 10:53:47
230,Preferential Treatment,preferential-treatment,codecombat.com,56462f935afde0c6fd30fc8d,Target the most dangerous enemies first to increase your odds of survival.,medium,2,1,2025-02-04 10:53:47
231,Twins Power,twins-power,codecombat.com,569ed916efa72b0ced971447,"Praise the Moon! Oh, sorry, Praise the Sun!",hard,3,1,2025-02-04 10:53:47
232,Think Ahead,think-ahead,codecombat.com,569ed916efa72b0ced971447,"If you know the next move of your enemy, then you are invulnerable.",hard,3,1,2025-02-04 10:53:47
233,Grid Search,grid-search,codecombat.com,569ed916efa72b0ced971447,Don't know exact coordinates? Search all the possible points!,hard,3,1,2025-02-04 10:53:47
234,Flawless Pairs,flawless-pairs,codecombat.com,569ed916efa72b0ced971447,To escape from the cemetery you need to find four pairs of equal gems.,hard,3,1,2025-02-04 10:53:47
235,Grid Minefield,grid-minefield,codecombat.com,569ed916efa72b0ced971447,"The grid minefield is the same as a carpet bombing, just more surprising.",hard,3,1,2025-02-04 10:53:47
236,Resource Valleys,resource-valleys,codecombat.com,569ed916efa72b0ced971447,"Gold Gorge, Silver Swale, and Bronze Basin! Command peasants to gather precious metals from these resource-rich valleys.",hard,3,1,2025-02-04 10:53:47
237,Dangerous Tracks,dangerous-tracks,codecombat.com,569ed916efa72b0ced971447,Too many tracks to the village. Too many traps to place.,hard,3,1,2025-02-04 10:53:47
238,Perimeter Defense,perimeter-defense,codecombat.com,569ed916efa72b0ced971447,A peaceful village in the mountain forest. It's quiet. Too quiet. Prepare the defenses!,hard,3,1,2025-02-04 10:53:47
239,Highlanders,highlanders,codecombat.com,569ed916efa72b0ced971447,Ogres are using black magic! Only the highlanders are immune.,hard,3,1,2025-02-04 10:53:47
240,To Arms!,to-arms,codecombat.com,569ed916efa72b0ced971447,"Ogres are coming! Wake up everyone! To arms, soldiers!",hard,3,1,2025-02-04 10:53:47
241,In My Name,in-my-name,codecombat.com,569ed916efa72b0ced971447,"Only one chest, only one chance. Thoktar's name holds the key.",hard,3,1,2025-02-04 10:53:47
242,Power Points,power-points,codecombat.com,569ed916efa72b0ced971447,Only true wizards can see the points of the Power. Or you can buy the map from one of wizards.,hard,3,1,2025-02-04 10:53:47
243,Sleepwalkers,sleepwalkers,codecombat.com,569ed916efa72b0ced971447,Even yetis can be sleepwalkers. Don't wake up them. Seriously.,hard,3,1,2025-02-04 10:53:47
244,Danger Valley,danger-valley,codecombat.com,569ed916efa72b0ced971447,Ogres have taken some peasants hostage. Rescue them!,hard,3,1,2025-02-04 10:53:47
245,Cannon Landing Force,cannon-landing-force,codecombat.com,569ed916efa72b0ced971447,How to get over high mountains? Ride a cannonball.,hard,3,1,2025-02-04 10:53:47
246,The Spy Among Us,the-spy-among-us,codecombat.com,569ed916efa72b0ced971447,Names can help reveal the truth.,hard,3,1,2025-02-04 10:53:47
247,Snowdrops,snowdrops,codecombat.com,569ed916efa72b0ced971447,"I love the spring! Look! Snowdrops are budding and piercing through the snow! Wait, on second thought, those are definitely not flowers.",hard,3,1,2025-02-04 10:53:47
248,The Geometry of Flowers,the-geometry-of-flowers,codecombat.com,569ed916efa72b0ced971447,Practice using the powers of the Ring of Flowers!,hard,3,1,2025-02-04 10:53:47
249,Library Tactician,library-tactician,codecombat.com,569ed916efa72b0ced971447,Hushbaum has been ambushed and could use your help!,hard,3,1,2025-02-04 10:53:47
250,Ring Bearer,ring-bearer,codecombat.com,569ed916efa72b0ced971447,Escort the Ring Bearer out of the mountains.,hard,3,1,2025-02-04 10:53:47
251,Reindeer Wakeup,reindeer-wakeup,codecombat.com,569ed916efa72b0ced971447,Help the blind herder wake up his reindeer by using arrays to track them.,hard,3,1,2025-02-04 10:53:47
252,Steelclaw Gap,steelclaw-gap,codecombat.com,569ed916efa72b0ced971447,"Surrounded by enemies in Steelclaw Gap, the remainder of your troops defend a makeshift palisade.",hard,3,1,2025-02-04 10:53:47
253,Reindeer Spotter,reindeer-spotter,codecombat.com,569ed916efa72b0ced971447,Help the blind herder put the reindeer in their pens by checking arrays.,hard,3,1,2025-02-04 10:53:47
254,The Two Flowers,the-two-flowers,codecombat.com,569ed916efa72b0ced971447,"If the Ring Bearer is defeated, the Two Flowers fall.",hard,3,1,2025-02-04 10:53:47
255,Vital Powers,vital-powers,codecombat.com,569ed916efa72b0ced971447,Take your code to the next level with an important new concept: functions!,hard,3,1,2025-02-04 10:53:47
256,Hunters and Prey,hunters-and-prey,codecombat.com,569ed916efa72b0ced971447,Ogres are hunting your reindeer. Who hunts the hunters?,hard,3,1,2025-02-04 10:53:47
257,Reaping Fire,reaping-fire,codecombat.com,569ed916efa72b0ced971447,Defend your mine with the help of mines... and griffins!,hard,3,1,2025-02-04 10:53:47
258,Mixed Unit Tactics,mixed-unit-tactics,codecombat.com,569ed916efa72b0ced971447,Find the best mix of units to repel an ogre attack.,hard,3,1,2025-02-04 10:53:47
259,Toil and Trouble,toil-and-trouble,codecombat.com,569ed916efa72b0ced971447,Ogre witches: double the trouble.,hard,3,1,2025-02-04 10:53:47
260,Reindeer Tender,reindeer-tender,codecombat.com,569ed916efa72b0ced971447,Put the reindeer down in their pens by checking and modifying arrays.,hard,3,1,2025-02-04 10:53:47
261,Ritual of Rectangling,ritual-of-rectangling,codecombat.com,569ed916efa72b0ced971447,Only geometry can save us and give us the Protector.,hard,3,1,2025-02-04 10:53:47
262,Square Shield,square-shield,codecombat.com,569ed916efa72b0ced971447,"Only faith, ruler, and calculation can protect us.",hard,3,1,2025-02-04 10:53:47
263,Area of Yetis,area-of-yetis,codecombat.com,569ed916efa72b0ced971447,The best weapon against yetis is the Yetiborn!,hard,3,1,2025-02-04 10:53:47
264,Bits And Trits,bits-and-trits,codecombat.com,569ed916efa72b0ced971447,Defend yourself with an enchanted robot!,hard,3,1,2025-02-04 10:53:47
265,Kelvintaph Pillars,kelvintaph-pillars,codecombat.com,5817d673e85d1220db624ca4,An old folk tale describing how to stay warm in Kelvintaph doubles as a fun game.,hard,3,1,2025-02-04 10:53:47
266,Golden Choice,golden-choice,codecombat.com,5817d673e85d1220db624ca4,"You have only one direction, but you always have a choice.",hard,3,1,2025-02-04 10:53:47
267,Fragile Maze,fragile-maze,codecombat.com,5817d673e85d1220db624ca4,"The maze of ice is cruel. A path exists, but how to find it?",hard,3,1,2025-02-04 10:53:47
268,Treasured in Ice,treasured-in-ice,codecombat.com,5817d673e85d1220db624ca4,A maze of ice! Navigate carefully to claim the treasure.,hard,3,1,2025-02-04 10:53:47
269,Broken Circles,broken-circles,codecombat.com,5817d673e85d1220db624ca4,Can you make it to center and reach the treasure chest?  Be mine'dful of your steps!,hard,3,1,2025-02-04 10:53:47
270,Match Cord,match-cord,codecombat.com,5817d673e85d1220db624ca4,Sometimes enemy minefields can be used to your advantage!,hard,3,1,2025-02-04 10:53:47
271,Hashing Magic,hashing-magic,codecombat.com,5817d673e85d1220db624ca4,The correct hash function allows not only place but finds stored elements.,hard,3,1,2025-02-04 10:53:47
272,Ace of Coders,ace-of-coders,codecombat.com,5817d673e85d1220db624ca4,,hard,3,1,2025-02-04 10:53:47
273,Hashed Yaks,hashed-yaks,codecombat.com,5817d673e85d1220db624ca4,"Find yaks by names and please, don't wake up sleeping yaks.",hard,3,1,2025-02-04 10:53:47
274,Wireless,wireless,codecombat.com,5817d673e85d1220db624ca4,Replace a robot node to deliver destructive plasma balls.,hard,3,1,2025-02-04 10:53:47
